Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,MaxNesting,bug
File,javax.xml.parsers.DocumentBuilder,2,2,2,1,17,0,8,8,1,0,0,11,11,0,11,0,0,1,10,276,32,61,31,20,183,30,41,26,15,3,3,3,3.0,10,10,10,5,1,2.0
File,javax.xml.parsers.DocumentBuilderFactory,2,2,2,1,14,0,8,5,1,2,3,18,16,6,18,0,1,1,16,406,52,149,58,87,205,67,101,48,53,17,17,18,1.38,35,35,36,24,3,2.0
File,javax.xml.parsers.FactoryConfigurationError,1,1,1,1,11,0,4,6,1,0,0,6,6,1,6,0,0,0,6,184,20,30,10,13,134,14,22,10,12,2,2,3,4.47,7,7,8,6,1,0.0
File,javax.xml.parsers.ParserConfigurationException,1,1,1,1,7,0,3,4,1,0,0,2,2,0,2,0,0,0,2,117,4,9,4,2,104,3,6,4,2,1,1,1,11.56,2,2,2,2,0,0.0
File,javax.xml.parsers.SAXParser,2,2,2,1,21,1,10,10,1,0,0,17,17,0,17,0,0,1,16,445,50,141,59,58,254,67,93,47,46,3,3,3,1.8,25,25,25,11,1,0.0
File,javax.xml.parsers.SAXParserFactory,3,3,4,2,22,1,14,6,1,2,3,10,8,2,10,0,1,1,8,355,39,130,53,76,186,60,86,41,45,17,17,18,1.43,27,27,28,16,3,0.0
File,org.apache.html.dom.HTMLAnchorElementImpl,1,1,1,1,4,0,4,0,1,0,0,27,27,0,27,0,0,0,27,252,61,120,34,30,71,32,62,32,30,2,2,3,0.59,29,29,31,27,1,0.0
File,org.apache.html.dom.HTMLAppletElementImpl,1,1,1,1,4,0,4,0,1,0,0,23,23,0,23,0,0,0,23,219,52,100,29,23,67,26,50,27,23,1,1,1,0.67,23,23,23,23,0,0.0
File,org.apache.html.dom.HTMLAreaElementImpl,1,1,1,1,4,0,4,0,1,0,0,17,17,0,17,0,0,0,17,191,40,82,24,22,69,24,44,22,22,2,2,3,0.84,19,19,21,17,1,0.0
File,org.apache.html.dom.HTMLBRElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLBaseElementImpl,1,1,1,1,5,0,4,1,1,0,0,5,5,0,5,0,0,0,5,111,16,28,11,5,67,8,14,9,5,1,1,1,2.39,5,5,5,5,0,0.0
File,org.apache.html.dom.HTMLBaseFontElementImpl,1,1,1,1,4,0,4,0,1,0,0,7,7,0,7,0,0,0,7,124,21,36,13,7,67,10,18,11,7,1,1,1,1.86,7,7,7,7,0,0.0
File,org.apache.html.dom.HTMLBodyElementImpl,1,1,1,1,4,0,4,0,1,0,0,13,13,0,13,0,0,0,13,159,32,60,19,13,67,16,30,17,13,1,1,1,1.12,13,13,13,13,0,0.0
File,org.apache.html.dom.HTMLBuilder,3,3,3,1,13,0,11,1,1,0,0,10,10,6,10,0,0,0,10,276,46,128,38,60,102,56,86,29,57,9,9,9,0.8,30,30,32,10,3,0.0
File,org.apache.html.dom.HTMLButtonElementImpl,1,1,1,1,5,0,5,0,1,0,0,12,12,0,12,0,0,0,12,170,32,69,19,20,69,20,36,17,19,2,2,3,1.0,15,15,17,12,1,0.0
File,org.apache.html.dom.HTMLCollectionImpl,3,2,4,2,25,0,13,11,2,0,11,13,13,3,13,5,3,2,3,560,69,201,40,113,290,82,122,39,83,14,7,23,1.44,44,34,53,26,4,0.0
File,org.apache.html.dom.HTMLDListElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLDOMImplementationImpl,1,1,1,1,12,0,5,6,1,1,1,3,2,0,3,0,1,0,2,130,15,27,13,7,88,11,16,10,6,2,2,2,3.26,4,4,4,3,1,0.0
File,org.apache.html.dom.HTMLDirectoryElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLDivElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,99,12,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLDocumentImpl,2,2,2,1,16,0,13,3,1,2,2,32,30,6,32,0,3,0,29,767,103,442,87,234,222,225,305,81,224,5,5,7,0.5,71,71,79,43,4,0.0
File,org.apache.html.dom.HTMLElementImpl,1,1,1,1,9,0,6,2,1,0,0,23,23,0,23,6,0,0,17,340,56,156,39,57,128,54,90,34,56,4,4,4,0.82,35,35,38,27,3,0.0
File,org.apache.html.dom.HTMLFieldSetElementImpl,1,1,1,1,9,0,4,5,1,0,0,1,1,0,1,0,0,0,1,88,9,12,7,1,67,4,6,5,1,1,1,1,5.58,1,1,1,1,0,0.0
File,org.apache.html.dom.HTMLFontElementImpl,1,1,1,1,4,0,4,0,1,0,0,7,7,0,7,0,0,0,7,118,20,36,13,7,62,10,18,11,7,1,1,1,1.72,7,7,7,7,0,0.0
File,org.apache.html.dom.HTMLFormControl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,2,4,2,0,64,1,2,2,0,0,0,0,16.0,0,0,0,0,0,0.0
File,org.apache.html.dom.HTMLFormElementImpl,1,1,1,1,4,0,3,0,1,0,0,18,18,1,18,0,0,0,18,198,42,80,25,18,76,21,41,23,18,2,2,2,0.95,19,19,19,18,1,0.0
File,org.apache.html.dom.HTMLFrameElementImpl,1,1,1,1,4,0,4,0,1,0,0,17,17,0,17,0,0,0,17,184,41,76,23,17,67,20,38,21,17,1,1,1,0.88,17,17,17,17,0,0.0
File,org.apache.html.dom.HTMLFrameSetElementImpl,1,1,1,1,5,0,4,1,1,0,0,5,5,0,5,0,0,0,5,112,17,28,11,5,67,8,14,9,5,1,1,1,2.39,5,5,5,5,0,0.0
File,org.apache.html.dom.HTMLHRElementImpl,1,1,1,1,4,0,4,0,1,0,0,9,9,0,9,0,0,0,9,136,25,44,15,9,67,12,22,13,9,1,1,1,1.52,9,9,9,9,0,0.0
File,org.apache.html.dom.HTMLHeadElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLHeadingElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLHtmlElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLIFrameElementImpl,1,1,1,1,4,0,4,0,1,0,0,21,21,0,21,0,0,0,21,207,48,92,27,21,67,24,46,25,21,1,1,1,0.73,21,21,21,21,0,0.0
File,org.apache.html.dom.HTMLImageElementImpl,1,1,1,1,4,0,4,0,1,0,0,27,27,0,27,0,0,0,27,244,61,116,33,27,67,30,58,31,27,1,1,1,0.58,27,27,27,27,0,0.0
File,org.apache.html.dom.HTMLInputElementImpl,1,1,1,1,4,0,4,0,1,0,0,38,38,0,38,0,0,0,38,331,85,169,45,42,77,42,84,43,41,2,2,3,0.46,41,41,43,38,1,0.0
File,org.apache.html.dom.HTMLIsIndexElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLLIElementImpl,1,1,1,1,5,0,4,1,1,0,0,5,5,0,5,0,0,0,5,112,17,28,11,5,67,8,14,9,5,1,1,1,2.39,5,5,5,5,0,0.0
File,org.apache.html.dom.HTMLLabelElementImpl,1,1,1,1,6,0,5,1,1,0,0,5,5,0,5,0,0,0,5,121,18,34,12,10,69,12,20,10,10,2,2,3,2.03,7,7,9,5,1,0.0
File,org.apache.html.dom.HTMLLegendElementImpl,1,1,1,1,6,0,5,1,1,0,0,5,5,0,5,0,0,0,5,121,18,34,12,10,69,12,20,10,10,2,2,3,2.03,7,7,9,5,1,0.0
File,org.apache.html.dom.HTMLLinkElementImpl,1,1,1,1,4,0,4,0,1,0,0,19,19,0,19,0,0,0,19,196,45,84,25,19,67,22,42,23,19,1,1,1,0.8,19,19,19,19,0,0.0
File,org.apache.html.dom.HTMLMapElementImpl,1,1,1,1,5,0,4,1,1,0,0,4,4,1,4,0,0,0,4,112,18,27,11,6,67,9,15,9,6,2,2,2,2.48,5,5,5,4,1,0.0
File,org.apache.html.dom.HTMLMenuElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLMetaElementImpl,1,1,1,1,4,0,4,0,1,0,0,9,9,0,9,0,0,0,9,137,26,44,15,9,67,12,22,13,9,1,1,1,1.52,9,9,9,9,0,0.0
File,org.apache.html.dom.HTMLModElementImpl,1,1,1,1,5,0,4,1,1,0,0,5,5,0,5,0,0,0,5,113,18,28,11,5,67,8,14,9,5,1,1,1,2.39,5,5,5,5,0,0.0
File,org.apache.html.dom.HTMLOListElementImpl,1,1,1,1,4,0,4,0,1,0,0,7,7,0,7,0,0,0,7,124,21,36,13,7,67,10,18,11,7,1,1,1,1.86,7,7,7,7,0,0.0
File,org.apache.html.dom.HTMLObjectElementImpl,1,1,1,1,4,0,4,0,1,0,0,35,35,0,35,0,0,0,35,297,75,155,41,38,67,39,76,39,37,2,2,2,0.43,36,36,36,35,1,0.0
File,org.apache.html.dom.HTMLOptGroupElementImpl,1,1,1,1,5,0,4,1,1,0,0,5,5,0,5,0,0,0,5,112,17,28,11,5,67,8,14,9,5,1,1,1,2.39,5,5,5,5,0,0.0
File,org.apache.html.dom.HTMLOptionElementImpl,1,1,1,1,9,0,7,1,1,0,0,15,15,0,15,0,0,0,15,246,42,115,31,42,89,47,73,29,44,5,5,6,0.77,25,25,27,18,3,0.0
File,org.apache.html.dom.HTMLParagraphElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLParamElementImpl,1,1,1,1,4,0,4,0,1,0,0,9,9,0,9,0,0,0,9,136,25,44,15,9,67,12,22,13,9,1,1,1,1.52,9,9,9,9,0,0.0
File,org.apache.html.dom.HTMLPreElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLQuoteElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLScriptElementImpl,1,1,1,1,6,0,5,0,1,0,0,15,15,0,15,0,0,0,15,196,38,87,25,26,71,30,49,23,26,3,3,3,0.82,18,18,18,15,2,0.0
File,org.apache.html.dom.HTMLSelectElementImpl,1,1,1,1,5,0,4,0,1,0,0,23,23,1,23,0,0,0,23,259,56,115,36,32,88,41,70,34,36,3,3,3,0.77,28,28,28,25,2,0.0
File,org.apache.html.dom.HTMLStyleElementImpl,1,1,1,1,4,0,4,0,1,0,0,7,7,0,7,0,0,0,7,124,21,36,13,7,67,10,18,11,7,1,1,1,1.86,7,7,7,7,0,0.0
File,org.apache.html.dom.HTMLTableCaptionElementImpl,1,1,1,1,5,0,4,1,1,0,0,3,3,0,3,0,0,0,3,100,13,20,9,3,67,6,10,7,3,1,1,1,3.35,3,3,3,3,0,0.0
File,org.apache.html.dom.HTMLTableCellElementImpl,1,1,1,1,5,0,5,0,1,0,0,31,31,0,31,0,0,0,31,318,70,179,44,57,69,56,99,42,57,6,6,6,0.39,42,42,44,39,5,0.0
File,org.apache.html.dom.HTMLTableColElementImpl,1,1,1,1,5,0,4,0,1,0,0,13,13,0,13,0,0,0,13,168,33,66,20,18,69,20,36,18,18,2,2,3,1.05,15,15,17,13,1,0.0
File,org.apache.html.dom.HTMLTableElementImpl,1,1,2,1,7,0,7,0,1,0,0,36,36,2,36,1,0,0,35,433,92,273,57,121,68,101,169,55,114,7,7,7,0.25,67,67,73,52,3,0.0
File,org.apache.html.dom.HTMLTableRowElementImpl,1,1,2,1,8,0,8,0,1,0,0,20,20,1,20,1,0,0,19,299,58,169,39,72,72,71,110,37,73,4,4,4,0.43,39,39,41,28,3,0.0
File,org.apache.html.dom.HTMLTableSectionElementImpl,1,1,1,1,7,0,7,0,1,0,0,14,14,1,14,2,0,0,12,218,41,108,25,41,69,39,64,23,41,4,4,4,0.64,24,24,26,20,3,0.0
File,org.apache.html.dom.HTMLTextAreaElementImpl,1,1,1,1,4,0,4,0,1,0,0,23,23,0,23,0,0,0,23,232,55,103,30,25,74,27,53,28,25,2,2,3,0.72,25,25,27,23,1,0.0
File,org.apache.html.dom.HTMLTitleElementImpl,2,2,2,1,14,0,10,3,1,0,0,3,3,0,3,0,0,0,3,125,15,39,13,14,71,18,25,11,14,3,3,3,1.82,6,6,6,3,2,0.0
File,org.apache.html.dom.HTMLUListElementImpl,1,1,1,1,5,0,4,1,1,0,0,5,5,0,5,0,0,0,5,112,17,28,11,5,67,8,14,9,5,1,1,1,2.39,5,5,5,5,0,0.0
File,org.apache.html.dom.NameNodeListImpl,4,4,6,4,26,4,15,7,1,0,0,2,2,0,2,0,0,1,1,190,16,41,13,20,136,19,28,11,17,8,8,12,3.32,9,9,13,9,4,0.0
File,org.apache.wml.WMLAElement,0,0,0,0,0,0,0,0,1,0,0,8,8,0,8,0,0,0,8,87,6,11,10,0,70,9,10,10,0,0,0,0,6.36,0,0,0,0,0,0.0
File,org.apache.wml.WMLAccessElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,90,4,7,6,0,79,5,6,6,0,0,0,0,11.29,0,0,0,0,0,0.0
File,org.apache.wml.WMLAnchorElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,81,4,7,6,0,70,5,6,6,0,0,0,0,10.0,0,0,0,0,0,0.0
File,org.apache.wml.WMLBElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLBigElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLBrElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,79,2,5,4,0,72,3,4,4,0,0,0,0,14.4,0,0,0,0,0,0.0
File,org.apache.wml.WMLCardElement,0,0,0,0,0,0,0,0,1,0,0,14,14,0,14,0,0,0,14,128,9,17,16,0,102,15,16,16,0,0,0,0,6.0,0,0,0,0,0,0.0
File,org.apache.wml.WMLDOMImplementation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,2,4,3,0,65,2,3,3,0,0,0,0,16.25,0,0,0,0,0,0.0
File,org.apache.wml.WMLDoElement,0,0,0,0,0,0,0,0,1,0,0,10,10,0,10,0,0,0,10,90,7,13,12,0,70,11,12,12,0,0,0,0,5.38,0,0,0,0,0,0.0
File,org.apache.wml.WMLDocument,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,3,4,3,0,65,2,3,3,0,0,0,0,16.25,0,0,0,0,0,0.0
File,org.apache.wml.WMLElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,90,5,8,7,0,77,6,7,7,0,0,0,0,9.63,0,0,0,0,0,0.0
File,org.apache.wml.WMLEmElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLFieldsetElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,86,3,7,6,0,76,5,6,6,0,0,0,0,10.86,0,0,0,0,0,0.0
File,org.apache.wml.WMLGoElement,0,0,0,0,0,0,0,0,1,0,0,8,8,0,8,0,0,0,8,87,11,11,10,0,65,9,10,10,0,0,0,0,5.91,0,0,0,0,0,0.0
File,org.apache.wml.WMLHeadElement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,2,3,2,0,68,1,2,2,0,0,0,0,22.67,0,0,0,0,0,0.0
File,org.apache.wml.WMLIElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLImgElement,0,0,0,0,0,0,0,0,1,0,0,18,18,0,18,0,0,0,18,140,10,21,20,0,109,19,20,20,0,0,0,0,5.19,0,0,0,0,0,0.0
File,org.apache.wml.WMLInputElement,0,0,0,0,0,0,0,0,1,0,0,20,20,0,20,0,0,0,20,147,12,23,22,0,112,21,22,22,0,0,0,0,4.87,0,0,0,0,0,0.0
File,org.apache.wml.WMLMetaElement,0,0,0,0,0,0,0,0,1,0,0,10,10,0,10,0,0,0,10,106,6,13,12,0,87,11,12,12,0,0,0,0,6.69,0,0,0,0,0,0.0
File,org.apache.wml.WMLNoopElement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,1,3,2,0,65,1,2,2,0,0,0,0,21.67,0,0,0,0,0,0.0
File,org.apache.wml.WMLOneventElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,75,5,5,4,0,65,3,4,4,0,0,0,0,13.0,0,0,0,0,0,0.0
File,org.apache.wml.WMLOptgroupElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,88,4,7,6,0,77,5,6,6,0,0,0,0,11.0,0,0,0,0,0,0.0
File,org.apache.wml.WMLOptionElement,0,0,0,0,0,0,0,0,1,0,0,8,8,0,8,0,0,0,8,101,6,11,10,0,84,9,10,10,0,0,0,0,7.64,0,0,0,0,0,0.0
File,org.apache.wml.WMLPElement,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,0,0,0,6,97,5,9,8,0,83,7,8,8,0,0,0,0,9.22,0,0,0,0,0,0.0
File,org.apache.wml.WMLPostfieldElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,79,7,7,6,0,65,5,6,6,0,0,0,0,9.29,0,0,0,0,0,0.0
File,org.apache.wml.WMLPrevElement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,2,3,2,0,65,1,2,2,0,0,0,0,21.67,0,0,0,0,0,0.0
File,org.apache.wml.WMLRefreshElement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,2,3,2,0,65,1,2,2,0,0,0,0,21.67,0,0,0,0,0,0.0
File,org.apache.wml.WMLSelectElement,0,0,0,0,0,0,0,0,1,0,0,16,16,0,16,0,0,0,16,129,9,19,18,0,101,17,18,18,0,0,0,0,5.32,0,0,0,0,0,0.0
File,org.apache.wml.WMLSetvarElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,79,7,7,6,0,65,5,6,6,0,0,0,0,9.29,0,0,0,0,0,0.0
File,org.apache.wml.WMLSmallElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,81,2,5,4,0,74,3,4,4,0,0,0,0,14.8,0,0,0,0,0,0.0
File,org.apache.wml.WMLStrongElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLTableElement,0,0,0,0,0,0,0,0,1,0,0,8,8,0,8,0,0,0,8,102,6,11,10,0,85,9,10,10,0,0,0,0,7.73,0,0,0,0,0,0.0
File,org.apache.wml.WMLTdElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLTemplateElement,0,0,0,0,0,0,0,0,1,0,0,6,6,0,6,0,0,0,6,81,5,9,8,0,67,7,8,8,0,0,0,0,7.44,0,0,0,0,0,0.0
File,org.apache.wml.WMLTimerElement,0,0,0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,87,3,7,6,0,77,5,6,6,0,0,0,0,11.0,0,0,0,0,0,0.0
File,org.apache.wml.WMLTrElement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,2,3,2,0,68,1,2,2,0,0,0,0,22.67,0,0,0,0,0,0.0
File,org.apache.wml.WMLUElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.WMLWmlElement,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,80,2,5,4,0,73,3,4,4,0,0,0,0,14.6,0,0,0,0,0,0.0
File,org.apache.wml.dom.WMLAElementImpl,1,1,1,1,3,0,3,0,1,0,0,11,11,0,11,0,0,0,11,112,15,37,14,11,60,13,25,14,11,1,1,1,1.62,11,11,11,11,0,0.0
File,org.apache.wml.dom.WMLAccessElementImpl,1,1,1,1,3,0,3,0,1,0,0,9,9,0,9,0,0,0,9,104,13,31,12,9,60,11,21,12,9,1,1,1,1.94,9,9,9,9,0,0.0
File,org.apache.wml.dom.WMLAnchorElementImpl,1,1,1,1,3,0,3,0,1,0,0,9,9,0,9,0,0,0,9,104,13,31,12,9,60,11,21,12,9,1,1,1,1.94,9,9,9,9,0,0.0
File,org.apache.wml.dom.WMLBElementImpl,1,1,1,1,3,0,3,0,1,0,0,7,7,0,7,0,0,0,7,96,11,25,10,7,60,9,17,10,7,1,1,1,2.4,7,7,7,7,0,0.0
File,org.apache.wml.dom.WMLBigElementImpl,1,1,1,1,3,0,3,0,1,0,0,7,7,0,7,0,0,0,7,96,11,25,10,7,60,9,17,10,7,1,1,1,2.4,7,7,7,7,0,0.0
File,org.apache.wml.dom.WMLBrElementImpl,1,1,1,1,3,0,3,0,1,0,0,7,7,0,7,0,0,0,7,96,11,25,10,7,60,9,17,10,7,1,1,1,2.4,7,7,7,7,0,0.0
File,org.apache.wml.dom.WMLCardElementImpl,1,1,1,1,3,0,3,0,1,0,0,19,19,0,19,0,0,0,19,144,23,61,22,19,60,21,41,22,19,1,1,1,0.98,19,19,19,19,0,0.0
File,org.apache.wml.dom.WMLDOMImplementationImpl,1,1,1,1,8,0,5,2,1,1,1,2,1,0,2,0,0,0,2,90,7,18,12,6,65,10,13,10,3,1,1,1,3.61,2,2,2,2,0,0.0
File,org.apache.wml.dom.WMLDoElementImpl,1,1,1,1,3,0,3,0,1,0,0,15,15,0,15,0,0,0,15,128,19,49,18,15,60,17,33,18,15,1,1,1,1.22,15,15,15,15,0,0.0
File,org.apache.wml.dom.WMLDocumentImpl,2,2,2,2,14,2,12,0,1,0,2,2,2,0,2,0,0,0,2,152,12,79,21,52,61,62,68,19,49,4,4,4,0.77,5,5,5,4,3,0.0
File,org.apache.wml.dom.WMLElementImpl,1,1,1,1,3,0,3,0,1,0,0,11,11,0,11,4,0,0,7,120,13,47,19,18,60,20,34,19,15,2,2,3,1.28,14,14,15,11,1,0.0
